product_Id,vendor_name,product_name,product_description,parent_category,sub_category
TASC-110,Hirsch Gift,Tasc Men's Carrollton Fitness T-Shirt,"Our Carrollton Fitness T-Shirt is about performance powered by nature. This T-Shirt is made from bamboo and organic cotton, a performance tee that is temperature regulating and versatile. It can withstand the toughest workouts without having to sacrifice comfort. Enjoy four-way stretch, moisture-wicking technology, odor-resistant material, and UPF sun protection.",Apparel,T-Shirts
TASC-310,Hirsch Gift,Tasc Men's Carrollton T-Shirt Long Sleeve,"When you work hard, your clothing should too. Meet the Carrollton Long Sleeve Fitness T-Shirt, a long-sleeve version of our best-selling crew neck. Just like its short-sleeved predecessor, this style is as versatile as it is comfortable and engineered to keep up with your fast-paced lifestyle. Whether you're hitting the gym or going for a run, the Carrollton Long Sleeve Fitness T-Shirt has got you covered.",Apparel,Activewear
TASC-310,Hirsch Gift,Tasc Men's Carrollton T-Shirt Long Sleeve,"When you work hard, your clothing should too. Meet the Carrollton Long Sleeve Fitness T-Shirt, a long-sleeve version of our best-selling crew neck. Just like its short-sleeved predecessor, this style is as versatile as it is comfortable and engineered to keep up with your fast-paced lifestyle. Whether you're hitting the gym or going for a run, the Carrollton Long Sleeve Fitness T-Shirt has got you covered.",Apparel,T-Shirts
TASC-405,Hirsch Gift,Tasc Men's Carrollton Hoodie,"The elements have met their match. Introducing the Men's Carrollton Lightweight Hoodie. With a functional hood, thumbholes, and long sleeves, this casual hoodie is a lightweight heavy hitter that will keep you protected and performing all day. Versatile enough for any season.",Apparel,Hoodies & Sweatshirts
TASC-538,Hirsch Gift,Tasc Men's Cloud Classic Polo,Our Men's Cloud Golf Polo utilizes ultra-fine fibers to combat pain points of the modern performance polo for a wearing experience like no other. Say goodbye to your average polo and turn heads at all 18 holes. We've set a new industry standard. Moisture wicking and odor resistant qualities are enhanced by state of the art sun protection.,Apparel,Polos
TASC-546,Hirsch Gift,Tasc Men's Cloud Polo Brookline Stripe,"Our Men's Cloud Golf Polo utilizes ultra-fine fibers to combat pain points of the modern performance polo for a wearing experience like no other. Say goodbye to your average polo - we've set a new industry standard. This lightweight, moisture-wicking, and odor-resistant style is certainly up to par to be your new favorite golf polo. Elevate your style with the Cloud Polo - Brookline Stripe, featuring a sleek design that stands out on the course.",Apparel,Polos
TASC-741,Hirsch Gift,Tasc Women's Nola Long Sleeve T-Shirt,"The NOLA Long Sleeve isn't your average long sleeve top. A light and breathable active top, it's designed to naturally wick moisture away from the body and protect your skin from the sun. Pair this elevated essential with our jogger for an athleisure look or layer under our NOLA jacket for those chilly days! Explore our Women's Long Sleeve Shirts collection for the NOLA Long Sleeve T-Shirt, a versatile addition to your wardrobe.",Apparel,Activewear
TASC-925,Hirsch Gift,Tasc Women's Riverwalk French Terry Sweatshirt 2.0,"The Women's Riverwalk Sweatshirt 2.0 has the same great fit as the original Riverwalk French Terry Sweatshirt, but with an elevated design. This sweatshirt is the perfect casual lightweight layer. Made from luxurious, breathable bamboo French terry fabric. Versatile to wear over anything, year-round.",Apparel,Hoodies & Sweatshirts
TASC-938,Hirsch Gift,Tasc Women's Air Polo,"BamCo® Our specialized process optimizes the natural feel and inherent characteristics of plant-based fibers, making our signature fabric more comfortable, durable, and with performance features that last for the lifecycle of the garment. Introducing the Air Polo, the ultimate companion for your golfing adventures. Crafted with a blend of soft, lightweight fabrics, this polo offers unrivaled comfort and freedom of movement on the course. Its innovative design prioritizes breathability, ensuring you stay cool and dry all day long.",Apparel,Polos
TB2-MG100,Tekweld,Tek Booklet 2 With Round Magnet,"Fully customized booklet includes imprint on both sides of the card with direct print, full-color process or Digitek 4CP with full-color Round magnet. This unique product allows you to further your promotional outreach by adding a coupon, QR code, website and so much more. Share your story with these Tek Booklets. Double fold only.",Office,Magnets
TB2-MG101,Tekweld,Tek Booklet 2 With Square Magent,"Fully customized booklet includes imprint on both sides of the card with direct print, full-color process or Digitek 4CP with full-color square magnet. This unique product allows you to further your promotional outreach by adding a coupon, QR code, website and so much more. Share your story with these Tek Booklets. Double fold only.",Office,Magnets
TB2-MG102,Tekweld,Tek Booklet 2 With Beach Ball Magnet,"Fully customized booklet includes imprint on both sides of the card with direct print, full-color process or Digitek 4CP with full-color Beach Ball magnet. This unique product allows you to further your promotional outreach by adding a coupon, QR code, website and so much more. Share your story with these Tek Booklets. Double fold only.",Office,Magnets
TB2-MG103,Tekweld,Tek Booklet 2 With Flower Magnet,"Fully customized booklet includes imprint on both sides of the card with direct print, full-color process or Digitek 4CP with full-color Flower Magnet. This unique product allows you to further your promotional outreach by adding a coupon, QR code, website and so much more. Share your story with these Tek Booklets. Double fold only.",Office,Magnets
TB2-MG104,Tekweld,Tek Booklet 2 With Heart Magnet,"Fully customized booklet includes imprint on both sides of the card with direct print, full-color process or Digitek 4CP with full-color Flower Magnet. This unique product allows you to further your promotional outreach by adding a coupon, QR code, website and so much more. Share your story with these Tek Booklets. Double fold only.",Office,Magnets
TB2-MG105,Tekweld,Tek Booklet 2 With House Magent,"Fully customized booklet includes imprint on both sides of the card with direct print, full-color process or Digitek 4CP with full-color House Magnet. This unique product allows you to further your promotional outreach by adding a coupon, QR code, website and so much more. Share your story with these Tek Booklets. Double fold only.",Office,Magnets
TB2-MG106,Tekweld,Tek Booklet 2 With Phone Magnet,"Fully customized booklet includes imprint on both sides of the card with direct print, full-color process or Digitek 4CP with full-color Phone Magnet. This unique product allows you to further your promotional outreach by adding a coupon, QR code, website and so much more. Share your story with these Tek Booklets. Double fold only.",Office,Magnets
TB2-MG108,Tekweld,Tek Booklet 2 With Beer Mug Magnet,"Fully customized booklet includes imprint on both sides of the card with direct print, full-color process or Digitek 4CP with full-color Beer Mug Magnet. This unique product allows you to further your promotional outreach by adding a coupon, QR code, website and so much more. Share your story with these Tek Booklets. Double fold only.",Office,Magnets
TB2-MG109,Tekweld,Tek Booklet 2 With Awareness Ribbon Magnet,"Fully customized booklet includes imprint on both sides of the card with direct print, full-color process or Digitek 4CP with full-color Awareness Ribbon Magnet. This unique product allows you to further your promotional outreach by adding a coupon, QR code, website and so much more. Share your story with these Tek Booklets. Double fold only.",Office,Magnets
TB2-MG110,Tekweld,Tek Booklet 2 With T-Shirt Magnet,"Fully customized booklet includes imprint on both sides of the card with direct print, full-color process or Digitek 4CP with full-color T-Shirt Magnet. This unique product allows you to further your promotional outreach by adding a coupon, QR code, website and so much more. Share your story with these Tek Booklets. Double fold only.",Office,Magnets
TB2-MG111,Tekweld,Tek Booklet 2 With Hawaiian Shirt Magnet,"Fully customized booklet includes imprint on both sides of the card with direct print, full-color process or Digitek 4CP with full-color Hawaiian Shirt Magnet. This unique product allows you to further your promotional outreach by adding a coupon, QR code, website and so much more. Share your story with these Tek Booklets. Double fold only.",Office,Magnets
TB2-MG112,Tekweld,Tek Booklet 2 With Rectangle Magnet,"Fully customized booklet includes imprint on both sides of the card with direct print, full-color process or Digitek 4CP with full-color Rectangle Magnet. This unique product allows you to further your promotional outreach by adding a coupon, QR code, website and so much more. Share your story with these Tek Booklets. Double fold only.",Office,Magnets
TB2-MG113,Tekweld,Tek Booklet 2 With Golf Bag Magnet,"Fully customized booklet includes imprint on both sides of the card with direct print, full-color process or Digitek 4CP with full-color Golf Bag Magnet. This unique product allows you to further your promotional outreach by adding a coupon, QR code, website and so much more. Share your story with these Tek Booklets. Double fold only.",Office,Magnets
TB2-MG114,Tekweld,Tek Booklet 2 With Cruise Ship Magnet,"Fully customized booklet includes imprint on both sides of the card with direct print, full-color process or Digitek 4CP with full-color Cruise Ship Magnet. This unique product allows you to further your promotional outreach by adding a coupon, QR code, website and so much more. Share your story with these Tek Booklets. Double fold only.",Office,Magnets
TB2-MG115,Tekweld,Tek Booklet 2 With Football Magnet,"Fully customized booklet includes imprint on both sides of the card with direct print, full-color process or Digitek 4CP with full-color Football Magnet. This unique product allows you to further your promotional outreach by adding a coupon, QR code, website and so much more. Share your story with these Tek Booklets. Double fold only.",Office,Magnets
TB2-MG117,Tekweld,Tek Booklet 2 With Balloon Magnet,"Fully customized booklet includes imprint on both sides of the card with direct print, full-color process or Digitek 4CP with full-color Balloon Magnet. This unique product allows you to further your promotional outreach by adding a coupon, QR code, website and so much more. Share your story with these Tek Booklets. Double fold only.",Office,Magnets
